,Country Code,Year,Country Name,Corruption Perception Index,IncomeGroup,region_USAID,region_WorldBank,Gni Growth (Annual %),Claims On Central Government (Annual Growth As % Of Broad Money),Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)","Foreign Direct Investment, Net Inflows (% Of Gdp)",Broad Money Growth (Annual %),"Foreign Direct Investment, Net Outflows (% Of Gdp)","Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),"Inflation, Consumer Prices (Annual %)",Net Barter Terms Of Trade Index (2000 = 100),Exports Of Goods And Services (% Of Gdp),Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Total Tax And Contribution Rate (% Of Profit),Bank Liquid Reserves To Bank Assets Ratio (%),Total Reserves (% Of Total External Debt),Gross Savings (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Domestic Private Health Expenditure (% Of Current Health Expenditure)
685,AZE,2019,Azerbaijan,30.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.236745373,-5.4171429589999995,9.035998292,-0.22964079,3.13005546,19.97437433,5.061057406000001,2.419111637,143.2351,2.608339565,139.9633815,49.17961337,0.319555074,40.7,23.40823469,35.19607345,29.22482119,16.3300659,13.72522392,83.54428063
690,BGD,2005,Bangladesh,,Lower middle income,South and Central Asia (SCA),South Asia,6.645942359,3.8503987530000003,10.48177448,4.586360705,1.17120896,15.81338616,0.0027935390000000003,2.5835127509999998,102.9,7.046618162000001,80.54403584,14.392841899999999,0.28477636100000003,36.1916,10.15258264,15.26569081,32.362678499999994,2.2051876669999997,4.480528587,68.21245575
693,BGD,2006,Bangladesh,,Lower middle income,South and Central Asia (SCA),South Asia,7.9574429229999994,6.401245092999999,12.34614718,5.875935815,0.6356571879999999,20.21561985,0.005005382,2.956263046,106.11,6.765261171000001,75.2858366,16.35346357,0.267989591,36.2554,10.30050159,19.22942928,35.33850447,1.9574370509999999,4.75760782,68.64450836
696,BGD,2007,Bangladesh,20.0,Lower middle income,South and Central Asia (SCA),South Asia,7.804277336,3.758455035,10.61662403,6.471260103,0.8177544240000001,13.54834629,0.168647558,2.707829583,112.01,9.106984968999999,68.19026002,16.99533485,0.270222817,36.3782,10.27729929,24.46109873,36.31743462,2.3368423369999998,5.035638248,68.93813324
699,BGD,2008,Bangladesh,21.0,Lower middle income,South and Central Asia (SCA),South Asia,7.126138859,4.173560625,13.68993575,7.860966092000001,1.449748396,16.40721028,0.208073847,2.840527873,120.23,8.901944895,58.89812865,17.65885848,0.287778925,36.5348,9.906899644,24.72427427,37.38253287,3.0809500260000005,6.656778837,70.15200043
702,BGD,2009,Bangladesh,24.0,Lower middle income,South and Central Asia (SCA),South Asia,5.256417995,1.184776613,12.78888777,6.764354686,0.879494542,20.24440077,0.176456993,2.8912153,121.31,5.423472362,67.10739672,16.94013291,0.30406806399999997,36.2892,11.13147135,40.65466006,38.97611857,2.588476483,6.734048475,70.05272675
705,BGD,2010,Bangladesh,24.0,Lower middle income,South and Central Asia (SCA),South Asia,5.783016898,2.822029923,18.48005778,7.14464873,1.068934861,21.0788579,0.057635858,2.7023468060000004,128.5,8.126676392,61.2316455,16.02411269,0.32026704100000003,35.9808,9.71767499,41.57189699,38.78147102,2.558431009,8.472970191,69.78610992
708,BGD,2011,Bangladesh,27.0,Lower middle income,South and Central Asia (SCA),South Asia,6.253628132999999,8.399618118,13.29124204,7.859446035,0.9831665340000001,16.91536756,0.231218249,2.6568746119999997,131.7,11.39516516,56.54987671,19.92207496,0.328812214,36.387,10.92967974,33.63582864,38.05723592,2.8048564330000003,7.823738716,70.25331116
711,BGD,2012,Bangladesh,26.0,Lower middle income,South and Central Asia (SCA),South Asia,6.979445061,0.672960753,11.82790183,8.164597746,1.18810285,17.01132257,0.21675775600000002,2.724399874,132.49,6.217504221,61.24603867,20.16158886,0.300622437,36.4972,11.268899900000001,44.65926872,40.59589684,2.846863416,7.412662683,70.16964722
714,BGD,2013,Bangladesh,27.0,Lower middle income,South and Central Asia (SCA),South Asia,5.608409201000001,3.4538203739999997,7.386175263999999,7.174948668,1.73541854,14.84981283,0.364607746,2.875726215,135.01,7.530406408999999,60.89058455,19.53787411,0.312337886,35.4,12.06440908,56.80657495,39.74593591,2.207915585,8.154161248,70.93682861
717,BGD,2014,Bangladesh,25.0,Lower middle income,South and Central Asia (SCA),South Asia,4.73563711,2.493595628,11.76194185,5.668788527999999,1.468712877,15.61021591,0.024160461,2.921354125,140.96,6.991638892,60.71208158,18.98966,0.332201648,35.4,10.63218151,67.61964379999999,37.77929258,1.873476726,8.509330918,72.38652039
720,BGD,2015,Bangladesh,25.0,Lower middle income,South and Central Asia (SCA),South Asia,6.360905402,2.372432658,10.04062626,5.87277704,1.4512876469999998,14.892335999999998,0.030706597000000002,2.582296097,141.72,6.19428023,67.89248122,17.33667379,0.35113246,34.4,13.74929376,75.71965509,36.73376986,2.222488694,7.9371717429999995,74.3429718
723,BGD,2016,Bangladesh,26.0,Lower middle income,South and Central Asia (SCA),South Asia,6.408425928,3.836338165,11.40429895,6.727815933,1.05355241,16.69775713,0.018298865,2.273113534,145.31,5.513525727,68.95699785,16.64971688,0.364141349,34.4,14.728175,83.15574758,37.11619255,2.515413723,7.917782044,75.76673889
726,BGD,2017,Bangladesh,28.0,Lower middle income,South and Central Asia (SCA),South Asia,5.877809964,3.27908821,13.62992744,6.278706291000001,0.7249962640000001,13.73939573,0.050755573,2.222494689,143.78106,5.7020701570000005,65.23708961,15.03610611,0.375842341,33.4,11.47018737,70.89191418,35.23342806,2.198181782,8.199988737,76.55322266
729,BGD,2018,Bangladesh,26.0,Lower middle income,South and Central Asia (SCA),South Asia,8.123128822,4.364018258,8.952910845,5.5974199129999995,1.072920799,11.50616873,0.005555900999999999,2.373328796,143.29272,5.543621395,62.19521317,14.80095818,0.37357356700000005,33.4,9.007748478,61.44634485,33.27073675,3.0303782339999996,7.140174259,71.6735587
732,BGD,2019,Bangladesh,26.0,Lower middle income,South and Central Asia (SCA),South Asia,8.289576282,6.278977301,6.614467216,4.458951253,0.527728291,11.90526568,-0.000391075,2.182611788,142.49666000000002,5.591996399,74.76756447,15.32324744,0.374840626,33.4,8.872497828,69.88958317,35.66851668,3.30731072,9.509009272,74.29997521
735,BOL,2005,Bolivia,,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.89873842,-0.18186717300000002,2.741486002,5.9407955679999995,-2.498880031,13.84542381,0.031416646,5.177474175,99.79,5.393231069,114.80760719999999,35.5481435,0.253112238,80.0,6.922707989,25.76173032,19.88251206,64.36008841,1.5877638369999998,38.11709583
737,BOL,2006,Bolivia,,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.170115498,-10.91179312,4.089834656,13.66367938,2.451682367,23.35909512,0.026196597000000002,5.130143328,106.46,4.282396048,129.2126522,41.77171451,0.281145734,80.0,11.91945822,51.0566047,26.58222909,63.42796778,1.518737786,38.2309556
739,BOL,2007,Bolivia,29.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.313321606000001,-4.365395943,6.342102935,7.373355352999999,2.791837867,26.9401777,0.022865534,8.055709521,112.67,8.705609236,143.9154795,41.79565662,0.299984505,80.0,23.13292867,104.9133455,28.63604221,60.12581699,1.7944241730000001,36.32850945
741,BOL,2008,Bolivia,30.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,6.673568233999999,-2.03987885,4.235522402,10.38118272,3.072601838,24.69155479,0.017991733,8.517241809,112.97,14.00681077,151.74632680000002,44.90655623,0.352311514,80.0,35.18293071,135.40978769999998,28.98325917,63.09477676,2.3918357919999997,35.41603386
743,BOL,2009,Bolivia,27.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.7698165460000004,-2.838172282,4.38855194,-2.419895917,2.43967815,10.12822351,0.017301046,8.285456747000001,121.21,3.3464542010000002,145.9444761,35.72262529,0.351794701,80.0,33.26951724,148.34075880000003,22.89988728,56.76349675,2.7526347369999997,34.96269584
745,BOL,2010,Bolivia,28.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.335808865,-6.160585553,9.680969229,8.777512449,3.165443541,12.63370989,-0.146594917,12.66843521,120.7,2.503276058,153.340743,41.18745577,0.37844368100000003,80.0,23.93282831,168.4535315,24.97551374,58.18767151,3.344488447,37.64148653
747,BOL,2011,Bolivia,28.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.542426033,-4.530372262,11.881087800000001,14.60235035,3.584442125,22.96629094,0.0011466269999999999,12.10228072,123.07,9.884464198,181.0785421,44.0917015,0.429711975,80.0,30.16046318,194.02579680000002,25.58717708,57.61671888,4.232733873,36.95423603
749,BOL,2012,Bolivia,34.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.605207294,-5.58783943,10.00840741,7.100275959,3.913550138,19.36850369,0.0,11.76563888,135.44,4.515602914,172.2504719,47.16619711,0.440735444,83.4,30.88884335,210.4296445,25.69405687,62.79645202,2.952108405,38.54708970000001
751,BOL,2013,Bolivia,34.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,6.640822802000001,-2.666201352,9.772811228,5.995387516,5.706622137999999,18.10870523,0.0,8.840512692999999,138.27,5.736400237000001,153.9100179,44.09247948,0.43898650100000003,83.7,27.90888208,177.2223813,23.89093922,67.18182857,3.221054664,37.94885576
753,BOL,2014,Bolivia,35.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,7.067062572999999,0.770618114,7.82255622,2.049500697,1.9898248490000001,15.64383951,-0.10035418300000001,8.798379529,142.03,5.766600746,145.84666869999998,43.29308749,0.436722939,83.7,27.64047659,170.2977378,20.78947779,61.27866321,3.9240519910000002,34.70809162
755,BOL,2015,Bolivia,34.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,7.14356606,3.422516973,9.116335044,-4.620603311,1.680727879,13.14004509,-0.005414243000000001,6.17310528,147.55,4.059610411,109.16752220000001,30.86829588,0.425571298,83.7,27.09736529,131.87770559999998,14.21692556,57.33613419,8.368773704,31.18536472
757,BOL,2016,Bolivia,33.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,5.93904805,-1.218647209,7.944810565,-1.35487156,0.9880801490000001,0.002490992,0.261824077,6.218374444,146.43,3.623214318,92.22663661,24.48800571,0.410233289,83.7,17.22318201,91.444118,15.42005141,46.10199274,9.351291208,31.940189
759,BOL,2017,Bolivia,33.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,3.084322132,0.004843358,7.928543425,6.061399101,1.899493284,9.990157421000001,0.21246600300000001,15.26602887,145.68594,2.822758055,103.0610139,24.90414433,0.397821066,83.7,17.79579816,78.87629238,16.18820481,44.35308404,13.55571389,29.16842103
761,BOL,2018,Bolivia,29.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,4.644286173,3.398740165,7.108764772000001,3.0562667119999998,0.750524781,4.123266406,-0.209655585,16.39071782,146.58312,2.272059872,110.39895349999999,25.98879504,0.400528305,83.7,16.52600601,67.24011479,16.13688831,47.43310776,14.36180136,39.69106745
763,BOL,2019,Bolivia,31.0,Lower middle income,Latin America and Caribbean (LAC),Latin America & Caribbean,2.7180436360000004,2.749645031,4.908343705,-0.693004585,-0.390115806,-1.534507707,0.113987601,18.12631857,145.28842,1.83954505,114.3069068,24.96726235,0.390936059,83.7,17.13714504,79.68486261,14.25234899,34.48514205,12.79336509,37.69535493
765,BIH,2005,Bosnia and Herzegovina,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.260894476,-1.5260973180000001,23.49356948,-2.757552641,5.558366169,18.20265625,0.146476025,1.859065814,97.85,1.089565047,100.3497912,31.63112051,0.45999245200000005,42.8,23.235793700000002,36.35475099,6.152384672,5.139136615,1.3780244259999999,45.20005798
771,BIH,2006,Bosnia and Herzegovina,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.625841168,-3.932011971,13.73507832,7.796786142,6.575891621,22.62154076,0.636093185,1.938693724,103.46,6.1255661560000005,103.33466209999999,35.02181135,0.46137540899999996,42.7,27.13317495,42.60241495,8.594428329,17.52164485,0.669402455,44.99708557
777,BIH,2007,Bosnia and Herzegovina,33.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,5.88651833,-14.20375153,25.97738134,6.199116459,11.67373948,20.71751114,0.409404315,1.754017164,103.92,1.500777106,102.3107811,27.10155319,0.512135307,42.8,26.47847606,43.58160086,12.59079424,20.52226232,1.176873359,44.27066803
783,BIH,2008,Bosnia and Herzegovina,32.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.042379766,6.044768262000001,20.47081738,7.35276528,5.2575019460000005,4.066551367,0.206394425,1.75800244,110.68,7.427043103,100.404792,26.84807164,0.563853296,42.8,19.689219100000003,34.17469453,10.7333155,22.64407904,1.289033886,43.91299438
789,BIH,2009,Bosnia and Herzegovina,30.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-2.865843045,2.9036376980000003,-3.7166477560000004,0.183704179,0.786376222,2.168922164,-0.530762241,1.900456243,113.39,-0.38146428200000004,100.2320276,25.00937959,0.521691154,25.9,21.55617349,32.66589735,8.685369689,22.86286309,2.396582609,31.01283073
795,BIH,2010,Bosnia and Herzegovina,32.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.3586586090000001,2.342376895,2.329787455,1.505340264,2.583954458,7.223566089,0.47261372,1.511276008,111.6,1.9962123669999998,101.8833161,29.69554093,0.495536116,22.2,21.767357,30.87039058,7.655417402,22.84708851,3.4764604410000004,30.42263985
801,BIH,2011,Bosnia and Herzegovina,32.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,0.086437927,4.084869987,4.01548703,2.4845705209999998,2.529460858,5.798934316,-0.025881367000000002,1.392996179,111.79,3.67125,102.0806738,32.03596914,0.510454935,23.6,19.89796398,29.60511959,6.945497862000001,23.29000305,1.9491548019999998,29.72919846
807,BIH,2012,Bosnia and Herzegovina,42.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-0.7263079240000001,1.7870734080000001,2.8471095980000003,0.6717113709999999,2.275383848,3.41480605,0.345974925,1.747586389,100.97,2.05267452,99.70293356,32.3505389,0.463761784,23.6,19.03621196,31.08971218,5.456342296,21.2723465,2.387657686,29.46184921
813,BIH,2013,Bosnia and Herzegovina,42.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.888119175,1.096957706,2.29766751,-0.22527213199999999,1.723436709,7.940419962999999,0.47452805600000003,1.298482075,116.7,-0.093045684,99.17449154,33.74304495,0.465789854,22.2,21.04159764,33.82221138,7.397883884,20.89776593,2.1247184359999998,29.21446609
819,BIH,2014,Bosnia and Herzegovina,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,0.660186238,0.5595619789999999,1.642940609,1.006148901,2.935964329,7.303242847000001,0.053676178,1.435912635,96.95,-0.8971940540000001,99.27722911,33.98014015,0.46615579799999995,23.3,22.13070125,35.2777468,8.170606866,21.92571789,2.2240248940000003,29.22620773
825,BIH,2015,Bosnia and Herzegovina,38.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.958017552,0.515787345,2.162636245,1.366647404,2.3630672109999997,7.981190656,0.584360302,1.662116744,110.54,-1.036023034,103.2423171,34.87107111,0.39348335700000003,23.3,23.98166919,34.42664398,9.390490745,22.10986012,1.767944753,29.13010025
831,BIH,2016,Bosnia and Herzegovina,39.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.590956695,-0.312325308,3.066003803,1.411047365,1.8517828280000002,8.314116381,0.023009709,1.328898553,125.39,-1.5841,103.6614811,35.64628152,0.38450169799999995,22.6,25.3163384,35.60714218,11.01173602,22.71964419,2.120617216,28.98043633
837,BIH,2017,Bosnia and Herzegovina,38.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.5996848380000002,-1.240364482,5.665027266,2.744983925,2.567144368,9.499828811,0.536725104,1.253157509,119.1161,0.810133322,103.2487302,40.83058781,0.391238948,23.7,27.39999993,42.26339484,13.68790409,23.86080276,1.858447218,29.51252365
843,BIH,2018,Bosnia and Herzegovina,38.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,3.7921243060000003,-1.4244712919999998,4.146412625,2.7711672469999997,2.422290795,9.381247783,-0.097959726,1.17331026,117.69528000000001,1.41710814,103.41264059999999,42.12168996,0.406645408,23.7,27.527552500000002,43.02542458,15.44480607,21.72695994,1.805948919,29.60528604
849,BIH,2019,Bosnia and Herzegovina,36.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.721692005,-0.89113594,4.691205654,2.092246138,2.575792329,8.852922205,-0.115491409,1.455964746,117.54946000000001,0.562782154,103.6133096,40.15259869,0.384586518,23.7,26.82073411,39.64916439,15.447413500000001,26.25673476,2.8189965619999997,30.57411463
855,BGR,2005,Bulgaria,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,6.2811008379999995,-0.184611157,22.65659586,6.497563625,13.72019166,21.49319417,0.312484492,2.5887983869999998,87.49,5.038838071,96.81494266,42.52956666,0.378945618,45.2,12.26017897,46.99256995,16.7567848,20.20667622,5.490699622999999,40.427948
856,BGR,2006,Bulgaria,,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,4.053912111,-7.3505929729999995,17.38134139,6.756900009,22.90436308,26.92733272,0.848521819,2.437419899,96.66,7.261594627999999,102.2686134,46.97787863,0.396955735,41.6,13.43007438,41.97480884,14.94473111,26.36280108,5.0145763180000005,44.32723236
857,BGR,2007,Bulgaria,41.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.4739606330000001,-6.914295695,44.79189929,11.08352126,31.24701892,31.28587647,2.189361438,2.3361170959999997,80.78,8.40253419,104.877412,52.38770566,0.459842288,35.8,14.696098999999998,40.03554833,9.699146654,29.67254209,5.531881718999999,44.25086975
858,BGR,2008,Bulgaria,36.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,8.860820127,-2.142564078,27.63352925,8.131472326,18.91424711,8.856652164,2.05271352,2.285992554,110.92,12.348719599999999,105.02078279999999,52.51854154,0.50682822,33.9,10.65026545,33.78940631,14.87387962,29.45874283,7.874948691,44.60556029999999
859,BGR,2009,Bulgaria,38.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-1.990258096,2.478849866,3.743842214,4.052636235,7.493703708,4.172126432,0.694716557,2.0070893069999998,99.44,2.7532022389999997,107.0223123,42.23859933,0.49230918,30.4,9.73901952,33.27111626,19.63639346,27.646392300000002,6.951237975,46.1959877
860,BGR,2010,Bulgaria,36.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.6908323230000002,3.592915485,1.27734791,1.145470715,3.6592134639999996,6.304509099,1.169999204,1.99326304,111.78,2.438990605,107.8559273,50.42479702,0.457889163,28.0,11.25706226,34.01462342,21.67718597,30.14103219,7.1463884779999995,44.75667191
861,BGR,2011,Bulgaria,33.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,1.2041695190000001,3.320847694,3.712621913,5.942956173,3.667499284,12.18132254,0.858331609,1.734734204,111.39,4.219903466,106.6788436,59.12547344,0.49845144,27.2,11.16500484,36.13552617,22.77117725,29.52077816,6.94581668,45.86563873
862,BGR,2012,Bulgaria,41.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,2.257294523,-0.24586327800000002,2.471387101,1.5266582169999998,3.310468065,8.432293522,0.7590280779999999,1.92255066,104.96,2.9545682980000003,107.0210749,60.67447682,0.455199865,27.8,13.38234319,39.97547581,22.4960694,28.39737863,9.297887427000001,49.20022202
863,BGR,2013,Bulgaria,41.0,Upper middle income,Europe and Eurasia (E&E),Europe & Central Asia,-0.547771815,3.030117447,0.122776916,-0.668910535,3.577967562,8.935771374,0.6323647170000001,1.495180033,126.69,0.8900935409999999,106.36160579999999,64.83588245,0.46145964,27.0,11.80002457,38.62846966,24.11942732,26.980025199999996,10.6143211,48.53919601
